"","X.1","X","Address","Postal_code","Price","Beds","Baths_num","Description","Img_uri","Square_feet","Year_built","Id_code","Style","PropertyID","YearBuilt","Baths","Status","ParkingTypeDescription","Storeys","NewConstruction","Neighbourhood","LivingArea","Basement","BasementDevelopment","CondoType","ConstructionType","EnsuiteYN","Exterior","Flooring","Foundation","FrontExposure","GarageYN","HeatingFuel","HeatingType","HOAFeeYN","LotShape","Other","Parking","PropertySubType","PropertyType","Region","RoofType","SiteInfluences","Zone","ID","TotalRooms","Fireplaces","County","Amenities","AmenitiesNearBy","BasementType","ExteriorFinish","Features","FenceType","LandscapeFeatures","Structure","TransactionType","FPFuel","AssociationFee","CoolingType","FireProtection","BasementFeatures","ViewType","ConstructionStyleSplitLevel","CondoFeeInclude","SchoolDistrict","CeilingHeight","LotArea","Appliances","FireplaceType","PoolType","WaterFrontType","ConstructionMaterial","FlooringType","FoundationType","LeasePerUnit","Sewer","EfficiencyRating","AccessType","SewerSeptic","ElementarySchool","EstimatedAnnualTaxes","MaintenanceFeeType","Access","ArchitecturalStyle","Area","ConstructionMaterials","CountyOrParish","DrivewayType","FoundationDetails","Garage","Heating","InteriorFeatures","KitchenAppliances","LotFeatures","ParkingFeatures","Possession","Roof","Utilities","LotSize","FarmType","BodyofWater","CurrentValidPercTest","District","DOCUMENTSONFILE","DRIVEWAY/PARKING","Easements","EnvironmentalAssessment","LANDFEATURES","PropertyGated","PROPERTYSIZE","Restr/ProtCovenants","Road","SEWAGEDISPOSAL","Sign","Sub-District","Survey","TitletoLand","Type","UTILITIES","WATERACCESS/VIEW","WATERFRONTAGE","WaterFrontageUnits","WATERSOURCE","Waterfront","Fixture","EquipmentType","RentalEquipmentType","Distinctivefeatures","Sewagesystem","Watersupply","Zoning","ExteriorFeatures","HeatType","CommunityFeatures","SurfaceWater","EquipIncl","FeaturesInterior","GaragesParkingDescription","ParkingSurface","WaterHeater","WaterHeaterType","WaterSoftener","RoofMaterial"
"1687",NA,NA,NA,NA,"370000","2","2",NA,NA,"1124",NA,"4165290","Other",NA,NA,"2(Full:23/4:01/2:0Other:0)","Active","Other1car","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseboardheaters",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada","Playground,PublicTransit","Playground,PublicTransit",NA,"Brick",NA,NA,NA,NA,"Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688",NA,NA,NA,NA,"354900","3","2",NA,NA,"1121",NA,"4166279","Other",NA,NA,"2(Full:13/4:01/2:1Other:0)","Active",NA,"1","No",NA,NA,NA,"Partiallyfinished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Canada","PublicTransit,Schools,Shopping","PublicTransit,Schools,Shopping","Full(Partiallyfinished)",NA,"Backlane,Flat","Fence",NA,"Patio(s)","Forsale",NA,NA,NA,NA,NA,NA,"Splitlevel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689",NA,NA,NA,NA,"354900","3","3",NA,NA,"1328",NA,"4165957","Other",NA,NA,"3(Full:23/4:01/2:1Other:0)","Active","Attached2cars","2","No",NA,NA,NA,"Unfinished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,"Canada","Park,Playground,PublicTransit,Shopping","Park,Playground,PublicTransit,Shopping","Full(Unfinished)","Stone,Vinylsiding",NA,NA,NA,NA,"Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690",NA,NA,NA,NA,"351900","3","3",NA,NA,"1384",NA,"4166351","Other",NA,NA,"3(Full:23/4:01/2:1Other:0)","Active","Other2cars","2","No",NA,NA,NA,"Unfinished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,"Canada","Playground,PublicTransit,Schools,Shopping","Playground,PublicTransit,Schools,Shopping","Full(Unfinished)","Vinylsiding",NA,NA,NA,NA,"Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691",NA,NA,NA,NA,"349500","4","3",NA,NA,"1110",NA,"4166312","Other",NA,NA,"3(Full:23/4:01/2:1Other:0)","Active","Attached1car","2","No",NA,NA,NA,"Partiallyfinished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada","Park,Playground,Schools,Shopping","Park,Playground,Schools,Shopping","Full(Partiallyfinished)","Vinylsiding","Park/reserve",NA,NA,"Deck","Forsale",NA,NA,NA,NA,"Walkout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692",NA,NA,NA,NA,"325000","2","2",NA,NA,"842",NA,"4166299","Other",NA,NA,"2(Full:23/4:01/2:0Other:0)","Active","Other0cars","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseboardheaters",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada","GolfCourse,Playground,PublicTransit,Schools,Shopping","GolfCourse,Playground,PublicTransit,Schools,Shopping",NA,"Pressedfibre,Stone","Balcony,Elevator,NoAnimalHome,NoSmokingHome",NA,"Landscaped",NA,"Forsale",NA,NA,"Centralairconditioning","Security",NA,"Mountainview",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693",NA,NA,NA,NA,"319900","3","2",NA,NA,"1144",NA,"4166287","Other",NA,NA,"2(Full:13/4:01/2:1Other:0)","Active",NA,"2","No",NA,NA,NA,"Unfinished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada","Playground,PublicTransit,Schools","Playground,PublicTransit,Schools","Full(Unfinished)",NA,NA,NA,NA,NA,"Forsale",NA,NA,"Centralairconditioning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694",NA,NA,NA,NA,"319900","3","2",NA,NA,"1144",NA,"4166287","Other",NA,NA,"2(Full:13/4:01/2:1Other:0)","Active",NA,"2","No",NA,NA,NA,"Unfinished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada","Playground,PublicTransit,Schools","Playground,PublicTransit,Schools","Full(Unfinished)",NA,NA,NA,NA,NA,"Forsale",NA,NA,"Centralairconditioning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695",NA,NA,NA,NA,"309900","2","2",NA,NA,"839",NA,"4166377","Other",NA,NA,"2(Full:23/4:01/2:0Other:0)","Active","Other0cars","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseboardheaters",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA,NA,NA,"Forsale",NA,NA,NA,NA,NA,"Cityview,View",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696",NA,NA,NA,NA,"299888","4","2",NA,NA,"1101",NA,"4166383","Other",NA,NA,"2(Full:13/4:01/2:1Other:0)","Active","Attached2cars","2","No",NA,NA,NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada","Park,Playground,PublicTransit,Schools,Shopping","Park,Playground,PublicTransit,Schools,Shopping","Full(Finished)","Vinylsiding",NA,NA,NA,"Deck","Forsale",NA,NA,NA,NA,"Walkout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697",NA,NA,NA,NA,"299800","1","1",NA,NA,"655",NA,"4165366","Other",NA,NA,"1(Full:13/4:01/2:0Other:0)","Active","Other1car","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,NA,"4","1","Canada","Playground,PublicTransit,Shopping","Playground,PublicTransit,Shopping",NA,NA,NA,NA,NA,NA,"Forsale",NA,NA,"Centralairconditioning",NA,NA,"Cityview,Riverview,View",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698",NA,NA,NA,NA,"295000","3","2",NA,NA,"1089",NA,"4165903","Other",NA,NA,"2(Full:13/4:01/2:1Other:0)","Active","Other2cars","2","No",NA,NA,NA,"Partiallyfinished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,"Full(Partiallyfinished)","Vinylsiding","Backlane,Flat","Fence","Landscaped",NA,"Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699",NA,NA,NA,NA,"289900","1","1",NA,NA,"511",NA,"4166248","Other",NA,NA,"1(Full:13/4:01/2:0Other:0)","Active","Other1car","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baseboardheaters",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"Canada","PublicTransit,Schools,Shopping","PublicTransit,Schools,Shopping",NA,"Stucco",NA,NA,"Landscaped",NA,"Forsale",NA,NA,NA,NA,NA,"Cityview,View",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700",NA,NA,NA,NA,"276000","3","2",NA,NA,"1102",NA,"4166297","Other",NA,NA,"2(Full:13/4:01/2:1Other:0)","Active","Other0cars","2","No",NA,NA,NA,"Partiallyfinished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,"Full(Partiallyfinished)","Vinylsiding",NA,NA,NA,NA,"Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701",NA,NA,NA,NA,"258888","2","2",NA,NA,"966",NA,"4166131","Other",NA,NA,"2(Full:23/4:01/2:0Other:0)","Active","Other0cars","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Canada","Shopping","Shopping",NA,"Vinylsiding","Balcony,Elevator",NA,NA,NA,"Forsale",NA,NA,NA,NA,NA,"Cityview",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702",NA,NA,NA,NA,"225000","2","2",NA,NA,"886",NA,"4166266","Other",NA,NA,"2(Full:13/4:01/2:1Other:0)","Active","Other0cars","2","No",NA,NA,NA,"Unfinished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada","Park,Playground,PublicTransit,Schools,Shopping","Park,Playground,PublicTransit,Schools,Shopping","Full(Unfinished)","Brick,Vinylsiding",NA,"Fence",NA,"Patio(s)","Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703",NA,NA,NA,NA,"199000","2","1",NA,NA,"607",NA,"4166203","Other",NA,NA,"1(Full:13/4:01/2:0Other:0)","Active","Underground0cars","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,NA,NA,"Landscaped",NA,"Forsale",NA,NA,NA,NA,NA,"View",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704",NA,NA,NA,NA,"195000","3","2",NA,NA,"1056",NA,"4166091","Other",NA,NA,"2(Full:13/4:01/2:1Other:0)","Active","Detached1car","2","No",NA,"1,056",NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada","Schools,Shopping","Schools,Shopping","Full(Finished)","Stucco","Backlane",NA,NA,NA,"Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705",NA,NA,NA,NA,"149900","1","1",NA,NA,"458",NA,"4165982","Other",NA,NA,"1(Full:13/4:01/2:0Other:0)","Active","Other0cars","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,"Canada",NA,NA,NA,NA,NA,NA,"Landscaped",NA,"Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706",NA,NA,NA,NA,"1950000","2","3",NA,NA,"2555",NA,"4165382","Other",NA,NA,"3(Full:23/4:01/2:1Other:0)","Active","Other2cars","1","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Radiantheat",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,NA,"8","1","Canada",NA,NA,NA,"Brick","Balcony,Elevator,NoAnimalHome,NoSmokingHome",NA,NA,"Deck","Forsale",NA,NA,NA,"Security",NA,"Cityview,View",NA,NA,NA,NA,NA,NA,NA,NA,"Waterfront",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707",NA,NA,NA,NA,"999000","4","4",NA,NA,"1839",NA,"4165825","Other",NA,NA,"4(Full:33/4:01/2:1Other:0)","Active","Detached2cars","2","No",NA,"1,839",NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,NA,"11","1","Canada","Park,Playground,PublicTransit,Schools,Shopping","Park,Playground,PublicTransit,Schools,Shopping","Full(Finished)","Wood",NA,NA,"Landscaped","Deck","Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708",NA,NA,NA,NA,"719900","4","4",NA,NA,"2236",NA,"4166276","Other",NA,NA,"4(Full:33/4:01/2:1Other:0)","Active","Attached2cars","2","No",NA,NA,NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,"Canada",NA,NA,"Full(Finished)","Stone,Vinylsiding",NA,"Fence","Landscaped","Deck,Patio(s)","Forsale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709",NA,NA,NA,NA,"609900","4","4",NA,NA,"2255",NA,"4165945","Other",NA,NA,"4(Full:33/4:01/2:1Other:0)","Active","Attached2cars","2","No",NA,NA,NA,"Unfinished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,"Canada",NA,NA,"Full(Unfinished)","Brick,Vinylsiding","Flat,Nobacklane",NA,NA,NA,"Forsale",NA,NA,NA,NA,"Walkout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710",NA,NA,NA,NA,"428860","3","3",NA,NA,"1276",NA,"4166399","Other",NA,NA,"3(Full:23/4:01/2:1Other:0)","Active","Attached2cars","2","No",NA,NA,NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-False",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,"Full(Finished)","Vinylsiding",NA,"Fence","Landscaped","Deck,Porch","Forsale",NA,NA,"Centralairconditioning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711",NA,NA,NA,NA,"369000","2","3",NA,NA,"1534",NA,"4166240","Other",NA,NA,"3(Full:23/4:01/2:1Other:0)","Active","Attached2cars","2","No",NA,NA,NA,"Finished",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Forcedair",NA,NA,"FireplacePresent-True",NA,NA,NA,NA,NA,NA,NA,NA,"8","1","Canada",NA,NA,"Unknown(Finished)","Wood",NA,NA,"Landscaped","Patio(s)","Forsale",NA,NA,NA,NA,"Walkout","Cityview,Mountainview,View","Splitlevel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
