"","Address","Postal_code","Description","Price","Square_feet","Beds","Baths","Date_Added","Year_built","Neighbourhood","Type_of_home","Area_of_city","Lot_info","Id_code","Img_uri"
"73","6407 54 ST NE, Calgary, Alb","T2Z4K5","OPEN HOUSE SUNDAY FEB.4 ;1 to 3:30 P.M. Just finished RENOVATIONS including Wide Plank Laminate Hardwood Flooring ,carpet, paint and other updates. Kitchen with Lots of cabinets and eating area. Huge deep fully fenced West backyard. Large master bedroom. Steps to school .Shows very well. (id:1937)","299900","1075","3","2","31 January 2018","1981","McKenzie","Singlefamily","Northeast Calgary","21.30m x 33.50m","l_53066070","https://mediavault.point2.com/p2h/listing/ecde/c85f/8737/a29487694f89a000f714/wm_large.jpg"
"74","286 CRAMOND CI SE, Calgary, Alb","T2Z4K5","OPEN HOUSE SUNDAY FEB 4TH 1:30-4:30PM!! OVER 2000 SQUARE FEET DEVELOPED LIVING SPACE!This well kept 2 storey,4 bedrm,2.5 bath fully developed home is located on a quiet street in the heart of Cranston.You are welcomed by the gleaming HARDWOOD floors & bright front living rm finished with a cozy fireplace.Next is the central dining rm perfect for entertaining.The kitchen is C/W ISLAND with EATING BAR,corner PANTRY,plenty of counter space & STAINLESS STEEL APPLIANCES.Finishing the main is 1/2 bath & access to the HUGE SOUTHWEST FACING BACKYARD with large deck,outdoor speakers,NEW 22'x22' DOUBLE GARAGE & resin storage shed.On the 2nd floor is the master bedrm with WALK-IN CLOSET & 4-piece ENSUITE.Down the hall are 2 more bedrms,4-piece bathrm & very convenient UPPER LAUNDRY ROOM.The FULLY-DEVELOPED BASEMENT is c/w a large family rm,library,storage & LARGE GYM that could also be used as a 4th bedrm if desired.This home also comes with CENTRAL AIR-CONDITIONING,ALARM SYSTEM & is walking distance to schools. (id:1937)","429900","1477","4","3","12 January 2018","2004","McKenzie","Singlefamily","Southeast Calgary","21.30m x 33.50m","l_52382768","https://mediavault.point2.com/p2h/listing/fcfe/5bae/88e2/f90f9df6d199ca5df8cd/wm_large.jpg"
"75","79 McKenzie Towne Gate SE, Calgary, Alb","T2Z4G1","This sizable unit exudes space and open concept living with modern styling. Upon entering you are greeted by the well thought out floorplan giving you a nice open kitchen, dining room and living space. Topped off with a second storey ceiling height and tons of natural light thanks to the huge windows! Upstairs you'll find the Loft & a vast master retreat. Plenty of room for a king sized bed, cozy reading area and a desk. The basement is unspoiled and waiting for your plans. To top this off park inside your attached garage! This home is conveniently located steps away from the shops and services of Mackenzie Towne.","259500","1033","1","1","12 January 2018","2003","McKenzie","Residential","Southeast Calgary","21.30m x 33.50m","l_52403651","https://mediavault.point2.com/p2h/listing/136c/2500/8593/84b21f4290ebb780cf54/wm_large.jpg"
"76","26 Citadel Estates Manor NW, Calgary, Alb","T3G5M8","Very clean open concept 2 bedroom townhouse in a quiet, well established complex. No issues or stories here, this is how you want a condo corp to run. Perfect layout with a large kitchen and center island that opens up to the living room and dining area. This is a SW facing corner unit with vaulted ceilings which means lots of natural light all day. This property has a private single garage as well as a driveway for additional parking & visitor stalls are steps away when you have guests. Quick access to Stoney Trail has you on your way in minutes. Excellent all-around opportunity here, call today!","279900","944","2","1","8 January 2018","2002","Citadel","Residential","Northwest Calgary","21.30m x 33.50m","l_52139796","https://mediavault.point2.com/p2h/listing/e1f0/8bfc/18fa/eac530b47d51e8a4aea3/wm_large.jpg"
"77","553 WENTWORTH PL SW, Calgary, Alb",NA,"Open House February 4th 2-4:30.  Immaculate, fully developed two storey is located on a quiet street.  Close to shopping, transportation & schools.  Loads of natural light throughout.  Main floor kitchen with corner pantry, large island, gas stove and granite counter tops.  Large dining area with access to the backyard.  Main floor has a living room with a gas fireplace, a laundry room and a 2-piece bathroom.  There is also a cozy den overlooking the front yard.  Hardwood and tile floors throughout main.  Upstairs has a bonus room, 2 secondary bedrooms and a 4-piece bathroom.  The master bedroom has a spacious walk-in closet & a 4-piece ensuite.  The basement has been recently, professionally developed with a large rec room with a built-in cabinet, bedroom, lovely 3-piece bathroom and storage.  Central air conditioning for warm summer days.  Newer roof shingles.  Attractively landscaped corner lot, with lots of trees & a large deck. Underground sprinkler system.  Book your viewing today. (id:1937)","619900","1892","4","4","5 January 2018","2002",NA,"Singlefamily","Southwest Calgary","21.30m x 33.50m","l_52064990","https://mediavault.point2.com/p2h/listing/b9a8/5c54/f5be/a459ac46f8540c003f7b/wm_large.jpg"
"78","108 15 Ave SE, Calgary, Alb","T2G5R9","The Solarium is conveniently located in the heart of the Beltline. Close to public transit and the Saddledome. Walking distance to central downtown and all the amenities of 17th Ave. This well maintained 2 bedroom unit is freshly painted in neutral colours and boasts natural light with many large windows throughout. There's a cozy corner gas fireplace in the living room, stainless steel appliances and in suite laundry. To top off this great unit check out the unique balcony which features immense space for all your outdoor entertaining needs.","235000","844","2","1","15 January 2018","2002","Beltline","Apartment","Southwest Calgary","21.30m x 33.50m","l_52516131","https://mediavault.point2.com/p2h/listing/b7b8/d990/7684/584c2ee14588e8e401b2/wm_large.jpg"
"79","2001 31 AV SW, Calgary, Alb","T2G5R9","This exquisite, modern 3+1 bedroom home presents over 3,700 sq ft of living space, 9 & 10-foot ceilings, top of the line finishing & is flooded with natural light throughout. The main floor showcases wide plank white oak hardwood floors, a front flex room; perfect for an office or formal dining room, dazzling chef's kitchen finished with quartz countertops, custom cabinetry, large island, high end appliances including a 48"" Wolf range with double ovens & built-in custom paneled fridge, butler's pantry & spacious dining area with bar, wine fridge, storage & smoked mirror. The living room with custom fireplace & built-ins is adjacent to the kitchen & dining area, finishing a perfect space for entertaining. A mud room & 2 piece powder room complete the main level. A floor to ceiling glass wall encases the staircase leading to the second level offering 3 generous sized bedrooms, laundry room & 4 piece bath. The luxurious master retreat includes a custom closet with built-in dresser & spa-like 5 piece ensuite with in-floor heat, dual sinks, freestanding soaker tub & large steam shower with quartz bench. A fully developed basement with in-floor heat features a large family/media room with wet bar & custom built-ins, fourth bedroom with walk-in closet & full bath. Further highlights of this home include roughed-in wiring for sound, roughed-in central A/C, solid core doors & LED potlights throughout. Also enjoy the professionally landscaped & fenced gardens with underground sprinkler system & sunny south back yard with patio, gas line & insulated & drywalled triple detached garage. This spectacular home is optimally located close to vibrant Marda Loop, South Calgary Community Association, River Park, excellent schools, shopping, public transit & just minutes to the downtown core. (id:1937)","1650000","2533","4","4","16 January 2018","2018","Beltline","Singlefamily","Southwest Calgary","21.30m x 33.50m","l_52524417","https://mediavault.point2.com/p2h/listing/d8d3/1e5d/c8c2/17fe06a0e1d829ff2c07/wm_large.jpg"
"80","4944 Dalton DR NW, Calgary, Alb","T3A2E6","Donât miss out on this updated 2 storey unit with mountain views and a sunny west facing balcony up on the eight floor at The Fortress! This unit has been freshly painted and features new carpet, newer lighting fixtures, an open riser staircase leading to the two bedrooms and 4 piece bathroom. The main living area offers a large living room with a sliding patio door to access the spacious balcony to enjoy that summer sun. The kitchen presents plenty of cabinet and counter space and is just off the living room. This unit also comes with in-suite storage, a parking stall and has an entrance to the unit on each level. Enjoy the peace and quiet that you receive with concrete construction! The building also offers you plenty of amenities including a swimming pool, workout room, a sauna, two tennis courts, and a party room with full kitchen to host parties! Located close to the LRT, shops, restaurants and parks. Call to view today!\r","199900","819","2","1","17 January 2018","1977","Dalhousie","Residential","Northwest Calgary","21.30m x 33.50m","l_52562231","https://mediavault.point2.com/p2h/listing/55ed/0ba9/16bd/fefbbde75cf4017761a5/wm_large.jpg"
"81","6020 Bowwater Cres NW, Calgary, Alb","T3B2E6","Welcome to the Webster House and your opportunity to own a piece of Calgary's history in the making. Custom built in 2010 this over 4,400 s/f of living space dwelling was crafted with quality and lifestyle in mind. Located in an exclusive enclave of the river valley in Bowness, this executive level home features 4 bedrooms, with room for more, a gourmet kitchen and traditional sitting rooms. This home also features excellent mechanical elements including energy efficient hot water heating, a boiler system, fresh air intake exchanger system, electric in-floor heating in bathrooms and ensuite bathroom with steam shower. Outdoors is simply a gardener's paradise offering a wide variety of perennials. The Measurement Report and floorplan are downloadable through supplements link.","1095000","4476","4","3","9 January 2018","1959","Bowness","Residential","Northwest Calgary","21.30m x 33.50m","l_52180229","https://mediavault.point2.com/p2h/listing/a008/c613/b2bb/b160530ff6e71c5fa222/wm_large.jpg"
"82","52 PATTERSON DR SW, Calgary, Alb","T3B2E6","OPEN HOUSE Sat & Sun, FEBRUARY 3 & 4, 1-4 pm. Exuding sophistication, class, and elegant functionality in over 6,000 sf of thoughtfully designed living space, experience contemporary chic seamlessly married with classic charm. This inviting family-friendly 2-story detached home showcases the quality and expertise of Wallace Fleming Design & Renovate. Come home to 6 bedrooms, 6 bathrooms, luxury Italian Pedini cabinetry, soaring ceilings, an in-home gym, custom-built wine room, 3-floor elevator, and expansive views from all three levels.  The stunning modern ""live-in"" entertaining kitchen is a chef's dream. Upstairs the expansive master bedroom has a private deck, sitting nook, large walk-in closet, and stunning 6-piece spa-like ensuite. This great location has quick access to downtown Calgary and the many amenities of Calgary's west end including sought after public and private schools.  You've gotta see it to believe it! (id:1937)","3200000","3952","6","6","12 January 2018","1981","Bowness","Singlefamily","Southwest Calgary","21.30m x 33.50m","l_52382748","https://mediavault.point2.com/p2h/listing/a2f5/834f/c526/a6768e2af08e7a06ee62/wm_large.jpg"
